concept,name,indicator_code,indicator_unit,concept_type
sha11_hc_1_2_constant_2010_us_per_capita,Day curative care,sha11.HC.1.2,Millions,measure
sha11_hc_1_1_constant_2010_us_per_capita,Inpatient curative care,sha11.HC.1.1,Millions,measure
sha11_hc_1_constant_2010_us_per_capita,Curative care,sha11.HC.1,Millions,measure
sha11_hc_gghe_d_constant_2010_us_per_capita,Domestic general government health expenditure by health care functions (preliminary data),sha11.HC_gghe-d,Millions,measure
sha11_hc_1_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Curative care,sha11.HC.1_gghe-d,Millions,measure
sha11_hc_1_3_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Outpatient curative care,sha11.HC.1.3_gghe-d,Millions,measure
sha11_hc_1_1_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Inpatient curative care,sha11.HC.1.1_gghe-d,Millions,measure
sha11_hc_1_2_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Day curative care,sha11.HC.1.2_gghe-d,Millions,measure
sha11_hc_1_4_gghe_d_constant_2010_us_per_capita,Domestic General Government on Home-based curative care,sha11.HC.1.4_gghe-d,Millions,measure
sha11_hc_1_nec_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Other curative care,sha11.HC.1.nec_gghe-d,Millions,measure
sha11_hc_1_3_1_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on General outpatient curative care,sha11.HC.1.3.1_gghe-d,Millions,measure
sha11_hc_1_3_2_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Dental outpatient curative care,sha11.HC.1.3.2_gghe-d,Millions,measure
sha11_hc_1_3_3_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Specialised outpatient curative care,sha11.HC.1.3.3_gghe-d,Millions,measure
sha11_hc_1_3_nec_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Outpatient curative care n.e.c.,sha11.HC.1.3.nec_gghe-d,Millions,measure
sha11_hc_2_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Rehabilitative care,sha11.HC.2_gghe-d,Millions,measure
sha11_hc_3_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Long-term care (health),sha11.HC.3_gghe-d,Millions,measure
sha11_hc_3_1_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Inpatient long-term care (health),sha11.HC.3.1_gghe-d,Millions,measure
sha11_hc_3_2_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Day long-term care (health),sha11.HC.3.2_gghe-d,Millions,measure
sha11_hc_3_3_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Outpatient long-term care (health),sha11.HC.3.3_gghe-d,Millions,measure
sha11_hc_3_4_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Home-based long-term care (health),sha11.HC.3.4_gghe-d,Millions,measure
sha11_hc_3_nec_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Other Long-Term Care,sha11.HC.3.nec_gghe-d,Millions,measure
sha11_hc_4_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Ancillary services (non-specified by function),sha11.HC.4_gghe-d,Millions,measure
sha11_hc_5_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Medical goods (non-specified by function),sha11.HC.5_gghe-d,Millions,measure
sha11_hc_6_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Preventive care,sha11.HC.6_gghe-d,Millions,measure
sha11_hc_7_gghe_d_constant_2010_us_per_capita,"Domestic General Government Expenditure on Governance, health system & financing administration",sha11.HC.7_gghe-d,Millions,measure
sha11_hc_9_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on Other health care services (n.e.c.),sha11.HC.9_gghe-d,Millions,measure
heading_hc_constant_2010_us_per_capita,HEALTH CARE FUNCTIONS (preliminary data),Heading_HC,Ones,measure
heading_dis_constant_2010_us_per_capita,DISEASES AND CONDITIONS,Heading_DIS,Ones,measure
sha11_dis_gghe_d_constant_2010_us_per_capita,Domestic general government health expenditure by disease and condition ,sha11.DIS_gghe-d,Ones,measure
sha11_dis_ext_constant_2010_us_per_capita,External sources of funding by disease and condition,sha11.DIS_ext,Ones,measure
sha11_dis_1_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on infectious and parasitic diseases,sha11.DIS.1_gghe-d,Millions,measure
sha11_dis_2_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on reproductive health,sha11.DIS.2_gghe-d,Millions,measure
sha11_dis_3_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on nutritional deficiencies,sha11.DIS.3_gghe-d,Millions,measure
sha11_dis_4_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on noncommunicable diseases,sha11.DIS.4_gghe-d,Millions,measure
sha11_dis_5_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on injuries,sha11.DIS.5_gghe-d,Millions,measure
sha11_hc_6_2_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on immunization programmes,sha11.HC.6.2_gghe-d,Millions,measure
sha11_dis_1_ext_constant_2010_us_per_capita,External sources of funding on infectious and parasitic diseases,sha11.DIS.1_ext,Millions,measure
sha11_dis_2_ext_constant_2010_us_per_capita,External sources of funding on reproductive health,sha11.DIS.2_ext,Millions,measure
sha11_dis_3_ext_constant_2010_us_per_capita,External sources of funding on nutritional deficiencies,sha11.DIS.3_ext,Millions,measure
sha11_dis_4_ext_constant_2010_us_per_capita,External sources of funding on noncommunicable diseases,sha11.DIS.4_ext,Millions,measure
sha11_dis_5_ext_constant_2010_us_per_capita,External sources of funding on injuries,sha11.DIS.5_ext,Millions,measure
sha11_hc_6_2_ext_constant_2010_us_per_capita,External sources of funding on immunization programmes ,sha11.HC.6.2_ext,Millions,measure
sha11_dis_1_1_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on HIV/AIDS and sexually transmitted diseases,sha11.DIS.1.1_gghe-d,Millions,measure
sha11_dis_1_2_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on tuberculosis,sha11.DIS.1.2_gghe-d,Millions,measure
sha11_dis_1_3_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on malaria,sha11.DIS.1.3_gghe-d,Millions,measure
sha11_dis_2_3_gghe_d_constant_2010_us_per_capita,Domestic General Government Expenditure on contraceptive management (family planning),sha11.DIS.2.3_gghe-d,Millions,measure
sha11_dis_1_1_ext_constant_2010_us_per_capita,External sources of funding on HIV/AIDS and sexually transmitted diseases,sha11.DIS.1.1_ext,Millions,measure
sha11_dis_1_2_ext_constant_2010_us_per_capita,External sources of funding on tuberculosis,sha11.DIS.1.2_ext,Millions,measure
sha11_dis_1_3_ext_constant_2010_us_per_capita,External sources of funding on malaria,sha11.DIS.1.3_ext,Millions,measure
sha11_dis_2_3_ext_constant_2010_us_per_capita,External sources of funding on contraceptive management (family planning),sha11.DIS.2.3_ext,Millions,measure
heading_age_constant_2010_us_per_capita,AGE,Heading_AGE,Ones,measure
sha11_age_1_gghe_d_constant_2010_us_per_capita,Domestic General Government Health Expenditure in the < 5 year-old population,sha11.AGE.1_gghe-d,Millions,measure
sha11_age_1_ext_constant_2010_us_per_capita,External sources of funding in the < 5 year-old population,sha11.AGE.1_ext,Millions,measure
sha11_hf_constant_2010_ppp_per_capita,Current health expenditure by financing schemes,sha11.HF,Millions,measure
sha11_hf_nec_constant_2010_ppp_per_capita,Unspecified financing schemes (n.e.c.),sha11.HF.nec,Millions,measure
sha11_hf_4_constant_2010_ppp_per_capita,Rest of the world financing schemes (non-resident),sha11.HF.4,Millions,measure
sha11_hf_3_constant_2010_ppp_per_capita,Household out-of-pocket payment,sha11.HF.3,Millions,measure
sha11_hf_2_3_constant_2010_ppp_per_capita,Enterprise financing schemes,sha11.HF.2.3,Millions,measure
sha11_hf_2_2_constant_2010_ppp_per_capita,NPISH financing schemes (including development agencies),sha11.HF.2.2,Millions,measure
sha11_hf_2_1_constant_2010_ppp_per_capita,Voluntary health insurance schemes,sha11.HF.2.1,Millions,measure
sha11_hf_2_constant_2010_ppp_per_capita,Voluntary health care payment schemes,sha11.HF.2,Millions,measure
sha11_hf_1_3_constant_2010_ppp_per_capita,Compulsory Medical Saving Accounts (CMSA),sha11.HF.1.3,Millions,measure
sha11_hf_1_2_2_constant_2010_ppp_per_capita,Compulsory private insurance schemes,sha11.HF.1.2.2,Millions,measure
sha11_hf_1_2_1_constant_2010_ppp_per_capita,Social health insurance schemes,sha11.HF.1.2.1,Millions,measure
sha11_hf_1_2_constant_2010_ppp_per_capita,Compulsory contributory health insurance schemes,sha11.HF.1.2,Millions,measure
sha11_hf_1_1_constant_2010_ppp_per_capita,Government schemes,sha11.HF.1.1,Millions,measure
sha11_hf_1_constant_2010_ppp_per_capita,Government schemes and compulsory contributory health care financing schemes,sha11.HF.1,Millions,measure
sha11_fs_constant_2010_ppp_per_capita,Current health expenditure by revenues of health care financing schemes,sha11.FS,Millions,measure
sha11_hk_constant_2010_ppp_per_capita,Capital health expenditure,sha11.HK,Millions,measure
sha11_fs_1_constant_2010_ppp_per_capita,Transfers from government domestic revenue (allocated to health purposes),sha11.FS.1,Millions,measure
sha11_fs_1_1_constant_2010_ppp_per_capita,Internal transfers and grants,sha11.FS.1.1,Millions,measure
sha11_fs_1_2_constant_2010_ppp_per_capita,Transfers by government on behalf of specific groups,sha11.FS.1.2,Millions,measure
sha11_fs_1_3_constant_2010_ppp_per_capita,Subsidies,sha11.FS.1.3,Millions,measure
sha11_fs_1_4_constant_2010_ppp_per_capita,Other transfers from government domestic revenue,sha11.FS.1.4,Millions,measure
sha11_fs_2_constant_2010_ppp_per_capita,Transfers distributed by government from foreign origin,sha11.FS.2,Millions,measure
sha11_fs_3_constant_2010_ppp_per_capita,Social insurance contributions,sha11.FS.3,Millions,measure
sha11_fs_4_constant_2010_ppp_per_capita,"Compulsory prepayment (Other, and unspecified, than FS.3)",sha11.FS.4,Millions,measure
sha11_fs_5_constant_2010_ppp_per_capita,Voluntary prepayment,sha11.FS.5,Millions,measure
sha11_fs_6_constant_2010_ppp_per_capita,Other domestic revenues n.e.c.,sha11.FS.6,Millions,measure
sha11_fs_6_1_constant_2010_ppp_per_capita,Other revenues from households n.e.c.,sha11.FS.6.1,Millions,measure
sha11_fs_6_2_constant_2010_ppp_per_capita,Other revenues from corporations n.e.c.,sha11.FS.6.2,Millions,measure
sha11_fs_6_3_constant_2010_ppp_per_capita,Other revenues from NPISH n.e.c.,sha11.FS.6.3,Millions,measure
sha11_fs_6_nec_constant_2010_ppp_per_capita,Unspecified other domestic revenues (n.e.c.),sha11.FS.6.nec,Millions,measure
sha11_fs_7_constant_2010_ppp_per_capita,Direct foreign transfers,sha11.FS.7,Millions,measure
sha11_fs_nec_constant_2010_ppp_per_capita,Unspecified revenues of health care financing schemes (n.e.c.),sha11.FS.nec,Millions,measure
sha11_hc_constant_2010_ppp_per_capita,Current health expenditure by health care functions (preliminary data),sha11.HC,Millions,measure
sha11_hc_9_constant_2010_ppp_per_capita,Other health care services not elsewhere classified (n.e.c.),sha11.HC.9,Millions,measure
sha11_hc_7_constant_2010_ppp_per_capita,"Governance, and health system and financing administration",sha11.HC.7,Millions,measure
sha11_hc_6_constant_2010_ppp_per_capita,Preventive care,sha11.HC.6,Millions,measure
sha11_hc_5_constant_2010_ppp_per_capita,Medical goods (specified by function),sha11.HC.5,Millions,measure
sha11_hc_4_constant_2010_ppp_per_capita,Ancillary services (specified by function),sha11.HC.4,Millions,measure
sha11_hc_3_nec_constant_2010_ppp_per_capita,Unspecified long-term care (n.e.c.),sha11.HC.3.nec,Millions,measure
sha11_hc_3_4_constant_2010_ppp_per_capita,Home-based long-term care (health),sha11.HC.3.4,Millions,measure
sha11_hc_3_3_constant_2010_ppp_per_capita,Outpatient long-term care (health),sha11.HC.3.3,Millions,measure
sha11_hc_3_2_constant_2010_ppp_per_capita,Day long-term care (health),sha11.HC.3.2,Millions,measure
sha11_hc_3_1_constant_2010_ppp_per_capita,Inpatient long-term care (health),sha11.HC.3.1,Millions,measure
sha11_hc_3_constant_2010_ppp_per_capita,Long-term care (health),sha11.HC.3,Millions,measure
sha11_hc_2_constant_2010_ppp_per_capita,Rehabilitative care,sha11.HC.2,Millions,measure
sha11_hc_1_nec_constant_2010_ppp_per_capita,Unspecified curative care (n.e.c.),sha11.HC.1.nec,Millions,measure
sha11_hc_1_4_constant_2010_ppp_per_capita,Home-based curative care,sha11.HC.1.4,Millions,measure
sha11_hc_1_3_nec_constant_2010_ppp_per_capita,Unspecified outpatient curative care (n.e.c.),sha11.HC.1.3.nec,Millions,measure
sha11_hc_1_3_3_constant_2010_ppp_per_capita,Specialised outpatient curative care,sha11.HC.1.3.3,Millions,measure
sha11_hc_1_3_2_constant_2010_ppp_per_capita,Dental outpatient curative care,sha11.HC.1.3.2,Millions,measure
sha11_hc_1_3_1_constant_2010_ppp_per_capita,General outpatient curative care,sha11.HC.1.3.1,Millions,measure
sha11_hc_1_3_constant_2010_ppp_per_capita,Outpatient curative care,sha11.HC.1.3,Millions,measure
sha11_hc_1_2_constant_2010_ppp_per_capita,Day curative care,sha11.HC.1.2,Millions,measure
sha11_hc_1_1_constant_2010_ppp_per_capita,Inpatient curative care,sha11.HC.1.1,Millions,measure
sha11_hc_1_constant_2010_ppp_per_capita,Curative care,sha11.HC.1,Millions,measure
sha11_hc_gghe_d_constant_2010_ppp_per_capita,Domestic general government health expenditure by health care functions (preliminary data),sha11.HC_gghe-d,Millions,measure
sha11_hc_1_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Curative care,sha11.HC.1_gghe-d,Millions,measure
sha11_hc_1_3_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Outpatient curative care,sha11.HC.1.3_gghe-d,Millions,measure
sha11_hc_1_1_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Inpatient curative care,sha11.HC.1.1_gghe-d,Millions,measure
sha11_hc_1_2_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Day curative care,sha11.HC.1.2_gghe-d,Millions,measure
sha11_hc_1_4_gghe_d_constant_2010_ppp_per_capita,Domestic General Government on Home-based curative care,sha11.HC.1.4_gghe-d,Millions,measure
sha11_hc_1_nec_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Other curative care,sha11.HC.1.nec_gghe-d,Millions,measure
sha11_hc_1_3_1_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on General outpatient curative care,sha11.HC.1.3.1_gghe-d,Millions,measure
sha11_hc_1_3_2_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Dental outpatient curative care,sha11.HC.1.3.2_gghe-d,Millions,measure
sha11_hc_1_3_3_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Specialised outpatient curative care,sha11.HC.1.3.3_gghe-d,Millions,measure
sha11_hc_1_3_nec_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Outpatient curative care n.e.c.,sha11.HC.1.3.nec_gghe-d,Millions,measure
sha11_hc_2_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Rehabilitative care,sha11.HC.2_gghe-d,Millions,measure
sha11_hc_3_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Long-term care (health),sha11.HC.3_gghe-d,Millions,measure
sha11_hc_3_1_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Inpatient long-term care (health),sha11.HC.3.1_gghe-d,Millions,measure
sha11_hc_3_2_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Day long-term care (health),sha11.HC.3.2_gghe-d,Millions,measure
sha11_hc_3_3_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Outpatient long-term care (health),sha11.HC.3.3_gghe-d,Millions,measure
sha11_hc_3_4_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Home-based long-term care (health),sha11.HC.3.4_gghe-d,Millions,measure
sha11_hc_3_nec_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Other Long-Term Care,sha11.HC.3.nec_gghe-d,Millions,measure
sha11_hc_4_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Ancillary services (non-specified by function),sha11.HC.4_gghe-d,Millions,measure
sha11_hc_5_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Medical goods (non-specified by function),sha11.HC.5_gghe-d,Millions,measure
sha11_hc_6_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Preventive care,sha11.HC.6_gghe-d,Millions,measure
sha11_hc_7_gghe_d_constant_2010_ppp_per_capita,"Domestic General Government Expenditure on Governance, health system & financing administration",sha11.HC.7_gghe-d,Millions,measure
sha11_hc_9_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on Other health care services (n.e.c.),sha11.HC.9_gghe-d,Millions,measure
heading_hc_constant_2010_ppp_per_capita,HEALTH CARE FUNCTIONS (preliminary data),Heading_HC,Ones,measure
heading_dis_constant_2010_ppp_per_capita,DISEASES AND CONDITIONS,Heading_DIS,Ones,measure
sha11_dis_gghe_d_constant_2010_ppp_per_capita,Domestic general government health expenditure by disease and condition ,sha11.DIS_gghe-d,Ones,measure
sha11_dis_ext_constant_2010_ppp_per_capita,External sources of funding by disease and condition,sha11.DIS_ext,Ones,measure
sha11_dis_1_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on infectious and parasitic diseases,sha11.DIS.1_gghe-d,Millions,measure
sha11_dis_2_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on reproductive health,sha11.DIS.2_gghe-d,Millions,measure
sha11_dis_3_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on nutritional deficiencies,sha11.DIS.3_gghe-d,Millions,measure
sha11_dis_4_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on noncommunicable diseases,sha11.DIS.4_gghe-d,Millions,measure
sha11_dis_5_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on injuries,sha11.DIS.5_gghe-d,Millions,measure
sha11_hc_6_2_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on immunization programmes,sha11.HC.6.2_gghe-d,Millions,measure
sha11_dis_1_ext_constant_2010_ppp_per_capita,External sources of funding on infectious and parasitic diseases,sha11.DIS.1_ext,Millions,measure
sha11_dis_2_ext_constant_2010_ppp_per_capita,External sources of funding on reproductive health,sha11.DIS.2_ext,Millions,measure
sha11_dis_3_ext_constant_2010_ppp_per_capita,External sources of funding on nutritional deficiencies,sha11.DIS.3_ext,Millions,measure
sha11_dis_4_ext_constant_2010_ppp_per_capita,External sources of funding on noncommunicable diseases,sha11.DIS.4_ext,Millions,measure
sha11_dis_5_ext_constant_2010_ppp_per_capita,External sources of funding on injuries,sha11.DIS.5_ext,Millions,measure
sha11_hc_6_2_ext_constant_2010_ppp_per_capita,External sources of funding on immunization programmes ,sha11.HC.6.2_ext,Millions,measure
sha11_dis_1_1_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on HIV/AIDS and sexually transmitted diseases,sha11.DIS.1.1_gghe-d,Millions,measure
sha11_dis_1_2_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on tuberculosis,sha11.DIS.1.2_gghe-d,Millions,measure
sha11_dis_1_3_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on malaria,sha11.DIS.1.3_gghe-d,Millions,measure
sha11_dis_2_3_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Expenditure on contraceptive management (family planning),sha11.DIS.2.3_gghe-d,Millions,measure
sha11_dis_1_1_ext_constant_2010_ppp_per_capita,External sources of funding on HIV/AIDS and sexually transmitted diseases,sha11.DIS.1.1_ext,Millions,measure
sha11_dis_1_2_ext_constant_2010_ppp_per_capita,External sources of funding on tuberculosis,sha11.DIS.1.2_ext,Millions,measure
sha11_dis_1_3_ext_constant_2010_ppp_per_capita,External sources of funding on malaria,sha11.DIS.1.3_ext,Millions,measure
sha11_dis_2_3_ext_constant_2010_ppp_per_capita,External sources of funding on contraceptive management (family planning),sha11.DIS.2.3_ext,Millions,measure
heading_age_constant_2010_ppp_per_capita,AGE,Heading_AGE,Ones,measure
sha11_age_1_gghe_d_constant_2010_ppp_per_capita,Domestic General Government Health Expenditure in the < 5 year-old population,sha11.AGE.1_gghe-d,Millions,measure
sha11_age_1_ext_constant_2010_ppp_per_capita,External sources of funding in the < 5 year-old population,sha11.AGE.1_ext,Millions,measure
sha11_hf_percentage_of_gdp,Current health expenditure by financing schemes,sha11.HF,Millions,measure
sha11_hf_nec_percentage_of_gdp,Unspecified financing schemes (n.e.c.),sha11.HF.nec,Millions,measure
sha11_hf_4_percentage_of_gdp,Rest of the world financing schemes (non-resident),sha11.HF.4,Millions,measure
sha11_hf_3_percentage_of_gdp,Household out-of-pocket payment,sha11.HF.3,Millions,measure
sha11_hf_2_3_percentage_of_gdp,Enterprise financing schemes,sha11.HF.2.3,Millions,measure
sha11_hf_2_2_percentage_of_gdp,NPISH financing schemes (including development agencies),sha11.HF.2.2,Millions,measure
sha11_hf_2_1_percentage_of_gdp,Voluntary health insurance schemes,sha11.HF.2.1,Millions,measure
sha11_hf_2_percentage_of_gdp,Voluntary health care payment schemes,sha11.HF.2,Millions,measure
sha11_hf_1_3_percentage_of_gdp,Compulsory Medical Saving Accounts (CMSA),sha11.HF.1.3,Millions,measure
sha11_hf_1_2_2_percentage_of_gdp,Compulsory private insurance schemes,sha11.HF.1.2.2,Millions,measure
sha11_hf_1_2_1_percentage_of_gdp,Social health insurance schemes,sha11.HF.1.2.1,Millions,measure
sha11_hf_1_2_percentage_of_gdp,Compulsory contributory health insurance schemes,sha11.HF.1.2,Millions,measure
sha11_hf_1_1_percentage_of_gdp,Government schemes,sha11.HF.1.1,Millions,measure
sha11_hf_1_percentage_of_gdp,Government schemes and compulsory contributory health care financing schemes,sha11.HF.1,Millions,measure
sha11_fs_percentage_of_gdp,Current health expenditure by revenues of health care financing schemes,sha11.FS,Millions,measure
sha11_hk_percentage_of_gdp,Capital health expenditure,sha11.HK,Millions,measure
sha11_fs_1_percentage_of_gdp,Transfers from government domestic revenue (allocated to health purposes),sha11.FS.1,Millions,measure
sha11_fs_1_1_percentage_of_gdp,Internal transfers and grants,sha11.FS.1.1,Millions,measure
sha11_fs_1_2_percentage_of_gdp,Transfers by government on behalf of specific groups,sha11.FS.1.2,Millions,measure
sha11_fs_1_3_percentage_of_gdp,Subsidies,sha11.FS.1.3,Millions,measure
sha11_fs_1_4_percentage_of_gdp,Other transfers from government domestic revenue,sha11.FS.1.4,Millions,measure
sha11_fs_2_percentage_of_gdp,Transfers distributed by government from foreign origin,sha11.FS.2,Millions,measure
sha11_fs_3_percentage_of_gdp,Social insurance contributions,sha11.FS.3,Millions,measure
sha11_fs_4_percentage_of_gdp,"Compulsory prepayment (Other, and unspecified, than FS.3)",sha11.FS.4,Millions,measure
sha11_fs_5_percentage_of_gdp,Voluntary prepayment,sha11.FS.5,Millions,measure
sha11_fs_6_percentage_of_gdp,Other domestic revenues n.e.c.,sha11.FS.6,Millions,measure
sha11_fs_6_1_percentage_of_gdp,Other revenues from households n.e.c.,sha11.FS.6.1,Millions,measure
sha11_fs_6_2_percentage_of_gdp,Other revenues from corporations n.e.c.,sha11.FS.6.2,Millions,measure
sha11_fs_6_3_percentage_of_gdp,Other revenues from NPISH n.e.c.,sha11.FS.6.3,Millions,measure
sha11_fs_6_nec_percentage_of_gdp,Unspecified other domestic revenues (n.e.c.),sha11.FS.6.nec,Millions,measure
sha11_fs_7_percentage_of_gdp,Direct foreign transfers,sha11.FS.7,Millions,measure
sha11_fs_nec_percentage_of_gdp,Unspecified revenues of health care financing schemes (n.e.c.),sha11.FS.nec,Millions,measure
sha11_hc_percentage_of_gdp,Current health expenditure by health care functions (preliminary data),sha11.HC,Millions,measure
sha11_hc_9_percentage_of_gdp,Other health care services not elsewhere classified (n.e.c.),sha11.HC.9,Millions,measure
sha11_hc_7_percentage_of_gdp,"Governance, and health system and financing administration",sha11.HC.7,Millions,measure
sha11_hc_6_percentage_of_gdp,Preventive care,sha11.HC.6,Millions,measure
sha11_hc_5_percentage_of_gdp,Medical goods (specified by function),sha11.HC.5,Millions,measure
sha11_hc_4_percentage_of_gdp,Ancillary services (specified by function),sha11.HC.4,Millions,measure
sha11_hc_3_nec_percentage_of_gdp,Unspecified long-term care (n.e.c.),sha11.HC.3.nec,Millions,measure
sha11_hc_3_4_percentage_of_gdp,Home-based long-term care (health),sha11.HC.3.4,Millions,measure
sha11_hc_3_3_percentage_of_gdp,Outpatient long-term care (health),sha11.HC.3.3,Millions,measure
sha11_hc_3_2_percentage_of_gdp,Day long-term care (health),sha11.HC.3.2,Millions,measure
sha11_hc_3_1_percentage_of_gdp,Inpatient long-term care (health),sha11.HC.3.1,Millions,measure
sha11_hc_3_percentage_of_gdp,Long-term care (health),sha11.HC.3,Millions,measure
sha11_hc_2_percentage_of_gdp,Rehabilitative care,sha11.HC.2,Millions,measure
sha11_hc_1_nec_percentage_of_gdp,Unspecified curative care (n.e.c.),sha11.HC.1.nec,Millions,measure
sha11_hc_1_4_percentage_of_gdp,Home-based curative care,sha11.HC.1.4,Millions,measure
sha11_hc_1_3_nec_percentage_of_gdp,Unspecified outpatient curative care (n.e.c.),sha11.HC.1.3.nec,Millions,measure
sha11_hc_1_3_3_percentage_of_gdp,Specialised outpatient curative care,sha11.HC.1.3.3,Millions,measure
sha11_hc_1_3_2_percentage_of_gdp,Dental outpatient curative care,sha11.HC.1.3.2,Millions,measure
sha11_hc_1_3_1_percentage_of_gdp,General outpatient curative care,sha11.HC.1.3.1,Millions,measure
sha11_hc_1_3_percentage_of_gdp,Outpatient curative care,sha11.HC.1.3,Millions,measure
sha11_hc_1_2_percentage_of_gdp,Day curative care,sha11.HC.1.2,Millions,measure
sha11_hc_1_1_percentage_of_gdp,Inpatient curative care,sha11.HC.1.1,Millions,measure
sha11_hc_1_percentage_of_gdp,Curative care,sha11.HC.1,Millions,measure
sha11_hc_gghe_d_percentage_of_gdp,Domestic general government health expenditure by health care functions (preliminary data),sha11.HC_gghe-d,Millions,measure
sha11_hc_1_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on Curative care,sha11.HC.1_gghe-d,Millions,measure
sha11_hc_1_3_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on Outpatient curative care,sha11.HC.1.3_gghe-d,Millions,measure
sha11_hc_1_1_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on Inpatient curative care,sha11.HC.1.1_gghe-d,Millions,measure
sha11_hc_1_2_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on Day curative care,sha11.HC.1.2_gghe-d,Millions,measure
sha11_hc_1_4_gghe_d_percentage_of_gdp,Domestic General Government on Home-based curative care,sha11.HC.1.4_gghe-d,Millions,measure
sha11_hc_1_nec_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on Other curative care,sha11.HC.1.nec_gghe-d,Millions,measure
sha11_hc_1_3_1_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on General outpatient curative care,sha11.HC.1.3.1_gghe-d,Millions,measure
sha11_hc_1_3_2_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on Dental outpatient curative care,sha11.HC.1.3.2_gghe-d,Millions,measure
sha11_hc_1_3_3_gghe_d_percentage_of_gdp,Domestic General Government Expenditure on Specialised outpatient curative care,sha11.HC.1.3.3_gghe-d,Millions,measure
